"Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"Assessment centre > Touchscreen > Sociodemographics > Employment",100064,3426,"Job involves night shift work",52213,55693,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100301,"ACE touchscreen question \"Does your work involve night shifts?\"  If the participant activated the Help button they were shown the message:        If you have more than one 'current job' then answer this question  for your MAIN job only.  Night shifts are a work schedule that involves working through the  normal sleeping hours, for instance working through the hours from  12am to 6am.         Field 3426 was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to Field 6142 and excepting those who indicated their work never or rarely involved a shift pattern, as defined by their answers to Field 6142","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3426"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3436,"Age started smoking in current smokers",39619,41488,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How old were you when you first started smoking on most days?\"  The following checks were performed:    If answer    If answer > Participants age then rejected   If answer      Field 3436 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3436"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3446,"Type of tobacco currently smoked",39619,41488,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100351,"ACE touchscreen question \"What type of tobacco do you mainly smoke?\" If the participant activated the Help button they were shown the message:     If you smoke cigarettes and cigars and pipes, please select the type of cigarette you smoke. If you smoke both hand-rolled and manufactured cigarettes select the one that you smoke more of.      Field 3446 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3446"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3456,"Number of cigarettes currently smoked daily (current cigarette smokers)",36819,38523,"Complete","Integer","cigarettes/day","Data","Primary","Unisex",4,1,100355,"ACE touchscreen question \"About how many cigarettes do you smoke on average each day? \" The following checks were performed:  If answer   If answer > 150 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Count the total number of cigarettes (including both hand-rolled and manufactured cigarettes if both are smoked) For hand-rolled cigarettes:  - One ounce of tobacco makes about 30 cigarettes  - One gram of tobacco makes about 1 cigarette      Field 3456 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239 and currently smoke manufactured or hand-rolled cigarettes, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3456"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3466,"Time from waking to first cigarette",36477,38157,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100356,"ACE touchscreen question \"How soon after waking do you smoke your first cigarette of the day?\"  Field 3466 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239 and currently smoke manufactured or hand-rolled cigarettes, as defined by their answers to Field 1239   Please note that the categories do not include a response for 15-30 minutes. This occurred due to an oversight during the design of the initial data collection process. However we have kept the response options the same during subsequent data collection exercises to maintain consistency for analytical purposes.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3466"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3476,"Difficulty not smoking for 1 day",36477,38157,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100357,"ACE touchscreen question \"How easy or difficult would you find it to go without smoking for a whole day?\" Field 3476 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239 and currently smoke manufactured or hand-rolled cigarettes, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3476"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3486,"Ever tried to stop smoking",39619,41488,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100358,"ACE touchscreen question \"Have you tried to give up smoking?\" Field 3486 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3486"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3496,"Wants to stop smoking",39244,41086,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100359,"ACE touchscreen question \"Do you want to stop smoking?\" Field 3496 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3496"
"Assessment centre > Touchscreen > Lifestyle and environment > Smoking",100058,3506,"Smoking compared to 10 years previous",39619,41488,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100360,"ACE touchscreen question \"Compared to 10 years ago do you smoke...\" Field 3506 was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to Field 1239","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3506"
"Assessment centre > Touchscreen > Family history",100034,3526,"Mother's age at death",318708,375711,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What was her age when she died?\" The following checks were performed:  If answer   If answer > 122 then rejected  If answer   If answer > 105 then participant asked to confirm   Field 3526 was collected from participants who indicated their mother has died, as defined by their answers to Field 1835 or, if they are adopted, their adopted mother has died, as defined by their answers to Field 1835","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3526"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,3536,"Age started hormone-replacement therapy (HRT)",107526,123991,"Complete","Integer","years","Data","Primary","Female",4,1,100291,"ACE touchscreen question \"How old were you when you first used HRT?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 65 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 3536 was collected from women who indicated that they had used HRT, as defined by their answers to Field 2814","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3536"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,3546,"Age last used hormone-replacement therapy (HRT)",107526,123991,"Complete","Integer","years","Data","Primary","Female",4,1,100598,"ACE touchscreen question \"How old were you when you last used HRT?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 65 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are currently using HRT select Still taking HRT. If you are unsure, please provide an estimate or select Do not know.      Field 3546 was collected from women who indicated that they had used HRT, as defined by their answers to Field 2814","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3546"
"Assessment centre > Touchscreen > Health and medical history > Pain",100048,3571,"Back pain for 3+ months",140870,150734,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you had back pains for more than 3 months?\" Field 3571 was collected from participants who indicated that in the last month they experienced back pain that interfered with their usual activities, as defined by their answers to Field 6159","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3571"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,3581,"Age at menopause (last menstrual period)",178990,208835,"Complete","Integer","years","Data","Primary","Female",4,1,100291,"ACE touchscreen question \"How old were you when your periods stopped?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer > 70 then rejected  If answer   If answer > 60 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 3581 was collected from women who indicated that their periods had stopped, as defined by their answers to Field 2724","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3581"
"Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors",100069,3591,"Ever had hysterectomy (womb removed)",243053,289410,"Complete","Categorical single","","Data","Primary","Female",4,1,100599,"ACE touchscreen question \"Have you had a hysterectomy (womb removed)?\" Field 3591 was collected from all women except those who indicated they have had a hysterectomy (womb removed), as defined by their answers to Field 2724","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3591"
